Unnamed: 0,label,texts
675,1,Do you have a Snapchat beautiful
676,0,On a scale of 1 to 10 how well is your life going right now
677,0,Hmm that is tough
678,1,I want massage your shoulders
679,0,does it have a name?
680,0,thank you for the very kind offer i'll have to decline because i don't think that's possible
681,0,what kind of postgrad?
682,1,Why are the good ones always 2500 miles away?
683,0,the opening scene with the umbrella...
684,1,"I know u want it.. So I plunge in  slowly, as I start to fuck you I look at you"""
685,0,well it was a high school formal
686,1,I fucking know Alyssa tryna link
687,1,You’re the best ❤️
688,1,Just being honest haha
689,0,germany is as far as i've been east in europe
690,0,Okay top 3 albums go
691,1,Aw lol
692,1,Tie me up
693,1,"No, wait. Tell me how it feels first. Rubbing your tits."
694,1,Go get your vibrator
695,0,🔢
696,0,that's a lot of beer
697,0,"I guess to be more succinct, generally I'm looking for somewhere between  friends with benefits and semi serious fling"
698,1,Yeah we're gonna fuck for a long time
699,1,"Alright alright 3 things and you guess...

1. Favorite artists are Frank Ocean, SZA, and Rex Orange County
2. Marketing and Information Systems major at UW
3. Just got my ears pierced but it’s not in any of my tinder photos yet"
700,0,Drinking lemon water is usually a dealbreaker for me
701,0,"beck is good, such a strange one"
702,0,work?
703,0,You'll have to trade me one of your cooking secrets
704,0,🥺 omg I was actually able to find it looking up frank ocean kid cudi me LOL
705,0,I swapped TAnner with Snehu
706,1,"Stomach kisses, hip kisses, thigh kisses… know where I’m going?"
707,0,Bet how much time u need?
708,1,Hmm I don’t think I can provide that Alexis you might have to go a bit more reasonable 😂
709,0,mondays r brutal
710,0,Please send
711,1,Me: You would probably make my dick stay hard for at least two hours
712,1,Mmmm I love that miss your tight pussy fucking my big dick
713,1,then lick up and down
714,1,"We're in the shower and you're soaking wet...everywhere. We get so worked up, rubbing my hard hard cock against your"
715,1,Haha it is a perfect first date tho
716,1,now show me your fucking body right now I want it
717,1,haha i have a box i bought at madrid airport for shits and giggles
718,1,Call your boss and tell them you won't be in tomorrow. You're going to need a personal day to sleep and recover after what I do to you all night long.
719,0,I grew up in new york state in a town called Mamaroneck. Then my mom and I moved to Mass when I was in college and moved around there a bit.
720,1,So how have u been?
721,0,mine are mostly indie rock and some indiepop
722,0,"no, it's wordplay"
723,0,i like my elliptical but i have had too many traumatic experiences in PE
724,0,cool change coming thank god
725,1,"i've always lived in melbourne 😸 except for a brief stint in montreal, which i don't really remember"
726,1,"I wish I could spend the evening with you, but I have some unfinished business to take care of first"
727,0,became a coat rack for a while...
728,0,Damn :( big difference
729,1,your first photo looks like a token indie band pic
730,1, I wish I could wake up to you every morning and start my day with a sweet kiss    
731,1,would you like to go on a date
732,1,What’s your best pickup line?
733,1,Hey this is a bit forward but do u have a condom or should I bring one
734,1,I'd rather study the lines on your face and get lost in your eyes.
735,0,Bet I got u
736,0,Damn once I perfect it you’ll finally see the 7’ tall Noah
737,1,why on earth are you trying to go to sleep at 10?
738,0,i drink the stuff but i don't actually smoke it haha 🚬
739,1,are you up for some fun tonight
740,1,how was your day
741,1,A woman of culture
742,1,Going to pin you down and slide it inside you while you moan and wiggle around
743,0,"Okay, so I've won you over. Now it's your turn. Tell me about yourself"
744,1,Hmmm guess my favorite drunk food and I’ll guess yours haha
745,0,"ah k, i don't really know any train lines well haha"
746,0,have you guys put anything out yet
747,1,"oh fuck that's big, I love that"
748,0,nice which one?
749,0,yeah i'm doing vcess right now
750,0,Now should I put you down for a watermelon loko or do you prefer green apple?
751,0,yeah there are a lot of thursday nights around melbourne
752,0,Hmmm watermelon is a good first one
753,0,favourite record?
754,1,Damn
755,0,Well choose your flavors for ocho loko we’ll repeat that
756,1,I just did 😍
757,0,I’ll drink whatever but I def don’t mind a mixed drink. I enjoy drinking games a lot lol
758,1,i have a epi dot 🎸 but i'm terrible. i prefer my little uke
759,0,biomed at melbourne now i think
760,0,what kind of music do they play
761,0,And “I” by Lil Skies on repeat
762,0,Wtf ur shotgunning the loko then
763,0,"i am actually presently not drinking, however i do attend alcohol fuelled events and watch my friends get really drunk"
764,1,as im licking your clit
765,0,i think they'd give you morphine then
766,1,How about a pickup lime
767,1,Amazing. Fucking amazing you pervo we’re pervos!!!!
768,0,UMI I’m about it
769,1,Mhm.. ;)
770,0,Ugh that’s an L you’ll have to go extra hard after quarantine to make up for it
771,1,as i keep licking
772,1, your enthusiasm is contagious its so inspiring 
773,1,"I can feel my own pussy heat, so hot on my hand."
774,1,Yes to both
775,1,I will wait.
776,1,Can I come over and keep you warm and dry?
777,0,"nice, are you graduating or something?"
778,0,Phew at least you didn’t have to use up the daily super like 😅
779,0,"yeah it's good fun, lots of fun activities and things"
780,0,no...dogs r the best
781,1,Watching the chargers game. Come be a party of the carnage. Orale!
782,0,Damn I didn’t watch the right episodes then lol
783,1,You know what!
784,1,LMAO this is mine don’t make fun of the picture 😂
785,1,👀
786,1,If you are lucky we can side hug before marriage
787,1,Nice and light around the pink. Softly exploratory fingers too.
788,1,Mmm..
789,1,About*
790,0,You ever do some crazy shit while drunk
791,0,I love making spaghetti
792,1,See told u it was my twin
793,1,OK IT IS IN! Holy shit I have all 9 inches in my ass for you!
794,1,I even goty phone stolen 🙁
795,0,Need to get a new job i feel like
796,0,He’s perpetually 13
797,0,Aw :( it’s beautiful just how it is Lilyana
798,1,You are pretty
799,0,you realise snapchat keeps all your photos right? i don't recommend doing weird shit on snapchat
800,1,I'm thinking about you bending me over like that though. Is that really being a tease?
801,0,I get sushi 1-2x a week at Ku lol
802,0,USA
803,1,Snap?
804,0,Hey Deej 👋
805,1,style   your fashion sense is impeccable it matches your stunning personality 
806,0,"nah i have a dog, a great big golden retriever"
807,0,"and yes i am, although now i'm doing a pathology major"
808,1,I'll be dreaming about you all night long.
809,1,I wish we could save money together and plan a romantic getaway for the future    
810,0,Kind of testing the waters haha it’s been a while since I’ve been on so I’m seeing what it’s like. Plus during quarantine it’s really nice to just have a convo
811,1,haha yep good luck with that
812,0,"nah, he doesn't look so little"
813,1,Respectfully from 6 ft away ofc
814,0,That sounds wonderful! I can relate to the parts about sleep and being tired afterwards. Proof that your brain was utilized for something new!
815,0,Aw nice! I’m so ready for quarantine to be over and see all my college friends tho
816,0,Entanglement
817,1,Mmm.. Fuck I'm hard
818,0,"nah, he's not blonde"
819,0,Bet I got the 4 lokos U get the skee ball. Those 8 year olds don’t stand a chance
820,0,i'm pretty busy with vcess activities and i'm going to royal croquet this weekend
821,0,I’ll say black as my next guess
822,1,your humor is one of the things i love most about you its so charming 
823,1,Aw so cute 🥺
824,0,"well, i was bitten by a kangaroo once"
825,1,You’re not wrong 😂 wait lemme send my repeat playlist that could be better
826,0,Nah we were just together for two years hahahaha
827,1,Tell me — are you wet?
828,1,well why don't you speak to him yourself
829,0,"fair enough
is that 5 of you in your photo"
830,1,Me: Alright I’ll go first 😉
831,1,i'm not aiding and abetting the illegal organ trade
832,0,I wish it was a requirement
833,0,mmm same i'm from melbourne
834,1,your energy is magnetic its impossible not to be drawn to you 
835,0,"How tall are you? Remember, No bs"
836,1,"The sight I'm seeing is unbelievable, It's beautiful.."
837,1,So will we conceive in your 2003 subaru or mine
838,1,your physique is stunning its so attractive 
839,0,Hey how’s it going haha yesterday I got busy
840,0,I'm pretty surprised I got it. I was fully prepared to spend like 15 minutes figuring it out haha
841,0,You need to be saved
842,0,Honestly haha I’ve been making my friends and fam watch
843,0,i'm pretty certain i'm an anatomy student
844,1,Oh dear god I just cam so wonderfully. Thank you.
845,1,I want to be in you so bad
846,0,also i'm not keen on being cannabalised
847,1,I’m no short king but there’s always room for improvement 😉
848,1,And?
849,1,Twisting dildo head like screw in asshole entrance.
850,0,"yeah, i know"
851,0,Pshhh I haven’t drank in 4 days
852,1,I’m in California now
853,0,i see why you haven't written anything in your bio
854,0,you put it into a bong and smoke it
855,0,I miss physics
856,1,I want your big hard dick inside of me
857,0,Big fax haha he’s just super soothing. Like I want you and Heartbreak anniversary are my faves I think
858,1,"but op shop vinyls are the best, i've decorated my wall with them :)"
859,0,I’m always picked first for basketball tho so that’s a plus
860,1,Your pussy is really wet
861,1,your voice is like velvet its so soothing and enchanting 
862,0,omg you need to like explore the supermarket
863,0,"not much, was dragged to the farmer's market this morning"
864,1,"i have to go to dinner, have fun at the show"
865,1,👯👯
866,0,"how old is he, dear god he's not like 10 or something"
867,0,A bit different
868,0,"i've never been, except to see a dog breeder"
869,0,you actually hunt animals?
870,1,"No, never haha."
871,1,"Mhmmmm, sure. Then I take your cock in my mouth ;) mhmmm."
872,0,what genre is it
873,0,"indie rock, some indie pop, i listen to anything really"
874,0,I feel that haha. Do you not like coding at all or are classes just enough for you?
875,0,"what are you doing in melbourne,"
